id,cod,destino,orden,color,negocio,recorrido,horarios,paradas,shapes,itinerario,codigo
18,109,Renca,52,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
180,511,Cerro Navia,50,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
172,507,ENEA,36,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'ENEA'},[{}],[],[],False,U5
668,I18,(M) ULA,68,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': '(M) ULA'},[{}],[],[],False,U3
194,109n,Plaza Italia,52,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
1318,B26,(M) Los Libertadores,3,#CF152D,"{'nombre': 'Alfa US1', 'color': '#CF152D'}",{'destino': '(M) Los Libertadores'},[{}],[],[],False,U8
172,507,ENEA,37,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'ENEA'},[{}],[],[],False,U5
668,I18,Fin de recorrido,69,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Fin de recorrido'},[{}],[],[],False,U3
180,511,Cerro Navia,51,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'Cerro Navia'},[{}],[],[],False,U5
194,109n,Plaza Italia,53,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Plaza Italia'},[{}],[],[],False,U1
18,109,Renca,53,#00A1E4,"{'nombre': 'Inversiones Alsacia S.A.', 'color': '#00A1E4'}",{'destino': 'Renca'},[{}],[],[],False,U1
663,I14,Mall Plaza Oeste,5,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Mall Plaza Oeste'},[{}],[],[],False,U3
105,345,Alameda,36,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Alameda'},[{}],[],[],False,U3
1064,418,Enea,67,#cf152d,"{'nombre': 'RBU US6', 'color': '#cf152d'}",{'destino': 'Enea'},[{}],[],[],False,U13
64,210v,Estación Central,68,#0077bb,"{'nombre': 'SU-BUS Chile S.A.', 'color': '#0077bb'}",{'destino': 'Estación Central'},[{}],[],[],False,U2
62,210,Estación Central,60,#0077bb,"{'nombre': 'SU-BUS Chile S.A.', 'color': '#0077bb'}",{'destino': 'Estación Central'},[{}],[],[],True,U2
122,407,Enea,48,#F7941D,"{'nombre': 'Express de Santiago Uno S.A.', 'color': '#F7941D'}",{'destino': 'Enea'},[{}],[],[],False,U4
268,385,Villa Francia,43,#00A77E,"{'nombre': 'Buses Vule S.A.', 'color': '#00A77E'}",{'destino': 'Villa Francia'},[{}],[],[],False,U3
976,210e,Puente Alto,16,#0077bb,"{'nombre': 'SU-BUS Chile S.A.', 'color': '#0077bb'}",{'destino': 'Puente Alto'},[{}],[],[],False,U2
182,513,El Montijo,52,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'El Montijo'},[{}],[],[],True,U5
172,507,ENEA,38,#0093B3,"{'nombre': 'Buses Metropolitana S.A.', 'color': '#0093B3'}",{'destino': 'ENEA'},[{}],[],[],False,U5
